Name,Address,Time,Close,Tel,PASELI
エースレーン堅田,滋賀県大津市今堅田2-40-10ACT堅田ビル2F, 10:00-24:00 一部翌2:00まで, 無し, 077-571-1226,1
ラウンドワン浜大津アーカス店,滋賀県大津市浜町2-1浜大津アーカス4F,, 無し, 077-526-8722,1
スーパーヒーロー堅田,滋賀県大津市真野2-31-30, 10:00-24:00, 無し, 077-571-1250,1
ゲームフィールドピエリ守山,滋賀県守山市今浜町2620-5ピエリ守山 ゲームフィールド1F,,, 077-585-4690,0
エースレーン守山,滋賀県守山市播磨田町231-4ACT守山3番館内, 10:00-24:00, 無し, 077-514-2455,1
3RDプラネットイオンタウン彦根店,滋賀県彦根市古沢町255-1,,, 0749-30-2726,1
ゲームディーノ彦根店,滋賀県彦根市西沼波町166, 10:00-24:00, 無し, 0749-21-0073,1
エースレーン愛知川,滋賀県愛知郡愛荘町長野200, 10:00-24:00, 無し, 0749-42-8610,1
AS24,滋賀県東近江市五個荘北町屋町160, 一部24時間営業, 無し, 0748-48-2369,1
アミュージアム草津店,滋賀県栗東市小柿7-8-8テイサンスクエアー内, 10:00-24:00, 無し, 077-554-3457,1
ビバーチ水口,滋賀県甲賀市水口町北脇字岡本地先1772-4, 9:00-24:00, 無し, 0748-62-0560,1
KCAT草津店,滋賀県草津市木川町311-1,,, 077-569-5386,1
エースレーン草津,滋賀県草津市野路3-1-11, 9:00-24:00, 無し, 077-569-0472,1
タイトーFステーション近江八幡店,滋賀県近江八幡市鷹飼町179アクア21内1F, 10:00-25:00, 無し,,1
アクション長浜,滋賀県長浜市川崎町八王子375, 9:00-24:00, 無し, 0749-64-5122,1
